event_name,event_time,id,user_id
required_event_A,2018-01-02 05:54:18,c8dc0265cd2548f7bd072551d1aaee8c,bb032f2c57614275bedc03bf53930601
required_event_B,2018-01-02 09:15:54,de58b60e949f4e199f1f141c7860724f,bb032f2c57614275bedc03bf53930601
required_event_A,2018-01-02 11:47:31,e1f08de76f674f22aea6f6a44b820862,f1346e1a8410417aaaef30d611fc3797
required_event_B,2018-01-02 13:55:50,47e7c6e4ee0c4ac1b3af591225d5ed59,f1346e1a8410417aaaef30d611fc3797
required_event_C,2018-01-02 21:52:18,1d35ed7d14464e1bb1eb19f6ce25b49a,f1346e1a8410417aaaef30d611fc3797
required_event_C,2018-01-03 01:38:27,3a4928a4a6c5447cb4ed4ff60834b679,bb032f2c57614275bedc03bf53930601
required_event_A,2018-01-03 02:30:43,15d646a37ac041bda40f47d60d0bec9c,df218b96442a4260ade3d71bc0c690b1
event_2,2018-01-03 02:40:42,630271c2c1494c52bf58ff6c001cf4df,f1346e1a8410417aaaef30d611fc3797
event_3,2018-01-03 04:21:30,4480eb6ce36a4ec990b6c0c8a0f7f1cc,bb032f2c57614275bedc03bf53930601
event_3,2018-01-03 04:25:19,47b537e686264b6290406ea2c082969f,f1346e1a8410417aaaef30d611fc3797
required_event_B,2018-01-03 06:36:07,aa26d8c770594025ab09f08e5f923591,df218b96442a4260ade3d71bc0c690b1
required_event_C,2018-01-03 13:25:20,13d23bb43206464f8054f6160dd09691,df218b96442a4260ade3d71bc0c690b1
event_3,2018-01-03 14:06:40,812afcac588244b8aab3d4cfeb62f017,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-03 16:13:32,9bce8fddd5ce4577b04d3434641971ab,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-03 18:24:25,7b75c6de375b45ff9c47c1b97c34597d,bb032f2c57614275bedc03bf53930601
event_1,2018-01-03 18:31:14,90ef7a6909804a3b8b46f8ce9fa60505,df218b96442a4260ade3d71bc0c690b1
event_1,2018-01-03 22:01:41,7d6fda57e0f24e0b93f10adfd64343ea,bb032f2c57614275bedc03bf53930601
event_2,2018-01-03 23:07:48,ffc13b90f49a485eb86db74362bf1b1a,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-04 07:56:59,cdc96722dfc6434eb332853e33eb3efe,bb032f2c57614275bedc03bf53930601
event_1,2018-01-04 09:40:53,ba5bbe649b6d4613bd3a8f40251ce0ce,f1346e1a8410417aaaef30d611fc3797
event_2,2018-01-04 13:21:16,06dff1338ccf43ef9fce6cae0c2aabce,f1346e1a8410417aaaef30d611fc3797
event_2,2018-01-04 18:41:18,b1329e0901904430b22ea6289d6695c0,df218b96442a4260ade3d71bc0c690b1
event_3,2018-01-04 18:52:03,859c7f17db7241e697a812d35a7401a9,df218b96442a4260ade3d71bc0c690b1
event_3,2018-01-04 19:08:46,12fc735a1c6246799440e991346770e7,df218b96442a4260ade3d71bc0c690b1
event_3,2018-01-04 20:12:07,d7f08129c6ec469993fdc07d39bb939e,df218b96442a4260ade3d71bc0c690b1
required_event_A,2018-01-04 22:32:26,cd615ea007b348388fde915418375203,9001efc6cf9344dbb57e21a6b141ff80
event_3,2018-01-04 23:18:38,30fce9fa9ed540fda597d64da6ee9bae,bb032f2c57614275bedc03bf53930601
required_event_A,2018-01-05 00:04:34,8289e45287764c6ea0032cd0ea9f13af,6bb0e2c123264acda843dbbd69e5686d
event_3,2018-01-05 00:16:02,269da2571831474ca03780c82dc2b078,df218b96442a4260ade3d71bc0c690b1
event_3,2018-01-05 00:37:29,6ca8c8211bd8487eb45b7d5b07ab6780,f1346e1a8410417aaaef30d611fc3797
required_event_B,2018-01-05 01:16:01,f3e3d7c8a932439e89473312e98e01b2,6bb0e2c123264acda843dbbd69e5686d
event_3,2018-01-05 01:40:38,69d2459cff39496899422a0a668f6c0a,df218b96442a4260ade3d71bc0c690b1
event_1,2018-01-05 02:20:58,b8a812983fb743108f809cd81d471e06,f1346e1a8410417aaaef30d611fc3797
required_event_B,2018-01-05 14:54:59,4f25beb2b2694f45bbd3b0a1f70465d5,9001efc6cf9344dbb57e21a6b141ff80
event_2,2018-01-05 14:59:13,3ad5418c8cda4748a25612448db0f733,df218b96442a4260ade3d71bc0c690b1
event_1,2018-01-05 21:49:39,54f20b3f0f03434490e717fa2ed8eafa,f1346e1a8410417aaaef30d611fc3797
event_2,2018-01-06 00:12:09,4589adb3b43b453fb2e44292f9d4126e,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-06 00:56:20,841eec6108894af9a883a0aad1b39dd4,bb032f2c57614275bedc03bf53930601
event_2,2018-01-06 02:14:41,0e95fc39a3b044e49d86271dce0e791a,f1346e1a8410417aaaef30d611fc3797
event_2,2018-01-06 02:57:25,a9920427cf9945229a6229be3be03fb8,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-06 05:04:43,48c456e8ff564b2dafc3750168425bfc,bb032f2c57614275bedc03bf53930601
required_event_C,2018-01-06 07:38:51,0bdb4ec5eda5437e9affeb90f1bce547,6bb0e2c123264acda843dbbd69e5686d
required_event_C,2018-01-06 08:39:03,3d7df0cefc7243ef93a3b53d6d310172,9001efc6cf9344dbb57e21a6b141ff80
event_3,2018-01-06 08:56:24,5a0dbd52b56b4e49abf067fdce6978d9,6bb0e2c123264acda843dbbd69e5686d
event_2,2018-01-06 10:16:18,4c6d14de80934b6985a19a8720dc82f5,f1346e1a8410417aaaef30d611fc3797
event_2,2018-01-06 13:25:30,5b9ef1ae8efa4613b1fa85e5943076c7,df218b96442a4260ade3d71bc0c690b1
event_1,2018-01-06 15:28:24,c090cd9bb6044fe4bd8b6d212fb82958,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-06 16:44:01,8c515773ceea4ea1a73e4ba5809e1fe8,bb032f2c57614275bedc03bf53930601
event_1,2018-01-06 17:06:56,bc804f884cbc4957835dc0e97532ed45,6bb0e2c123264acda843dbbd69e5686d
event_1,2018-01-06 17:58:58,11e1c02f93dd4eafa5d7011483b8a699,f1346e1a8410417aaaef30d611fc3797
event_2,2018-01-06 18:31:38,afda74b5574d4054b7f41602cf037e08,df218b96442a4260ade3d71bc0c690b1
event_1,2018-01-06 19:16:10,dd31095fbf844164b68a89477a552f11,df218b96442a4260ade3d71bc0c690b1
event_1,2018-01-06 20:14:58,3b94ae1ddd3745589b0b4270c08908ee,bb032f2c57614275bedc03bf53930601
event_3,2018-01-06 21:55:22,31fb1d9057bd49ad8fbdebe6ff0f7cfe,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-06 23:10:26,646448c2630141629259f7f5e627ae22,6bb0e2c123264acda843dbbd69e5686d
event_1,2018-01-06 23:31:46,84d7c3ccd45f444f8ee6647a870f4a72,bb032f2c57614275bedc03bf53930601
required_event_A,2018-01-06 23:35:32,a922bedfa00a487f95a3d745bbb9a811,c323e7c8a85e4c9e8c6b6f805ccf820d
required_event_A,2018-01-07 02:48:38,17a0a27cff4c46a48c6c2da4d72ff9ac,3ddc60708284408799323706c0938374
event_2,2018-01-07 03:36:14,36e7b9d25ceb4a80b583b242eac43070,6bb0e2c123264acda843dbbd69e5686d
event_3,2018-01-07 04:54:53,a8edcc704b244735812db93fb11bb71e,bb032f2c57614275bedc03bf53930601
required_event_B,2018-01-07 08:37:57,aa6fbbe9e1de4998bbc6f552286cdaaf,3ddc60708284408799323706c0938374
required_event_C,2018-01-07 09:55:16,f2629a621035453bb2b92c217e9a8726,3ddc60708284408799323706c0938374
required_event_B,2018-01-07 11:40:04,f5b0e5d636b644aa9a47d170a4dabab7,c323e7c8a85e4c9e8c6b6f805ccf820d
event_1,2018-01-07 12:20:15,0512b1848ec344e6a42d5905876abb77,3ddc60708284408799323706c0938374
event_1,2018-01-07 15:14:07,b8c29a845b7f45f48fd341bcad3fd74f,f1346e1a8410417aaaef30d611fc3797
event_1,2018-01-07 18:19:09,25f2c5e10a6f4f748768fbd92b5a0b97,6bb0e2c123264acda843dbbd69e5686d
event_2,2018-01-07 21:21:35,232a3ebfaccd4ae38a5f444fcec36755,df218b96442a4260ade3d71bc0c690b1
event_3,2018-01-07 21:26:37,72ddf725dfce4ba792de92d902ea9dd4,bb032f2c57614275bedc03bf53930601
required_event_C,2018-01-07 21:34:04,b07760a18b994ea29cbe3a488b1a77a9,c323e7c8a85e4c9e8c6b6f805ccf820d
event_2,2018-01-07 22:02:08,588f5a84d6e94a02ad26f64beff5be44,c323e7c8a85e4c9e8c6b6f805ccf820d
event_2,2018-01-08 00:23:57,3a4b6fbf2172419a806e3af369e28e7d,c323e7c8a85e4c9e8c6b6f805ccf820d
event_2,2018-01-08 03:39:20,29962c5b4cfd4b1ca91ea3283a099296,f1346e1a8410417aaaef30d611fc3797
event_3,2018-01-08 06:08:47,2faedbeb5047408ea76da74703e85916,bb032f2c57614275bedc03bf53930601
event_2,2018-01-08 09:50:16,45cd62e5d647433eb73820cd846aaff8,bb032f2c57614275bedc03bf53930601
required_event_A,2018-01-08 10:41:24,5e085d50510a49b19203ac20be46087e,01dc42b9d06144458cb880b34ceba7e8
event_3,2018-01-08 12:49:20,428c89c9041a46c0a34b81ba2a33804d,c323e7c8a85e4c9e8c6b6f805ccf820d
